identifier,name,url
Pathway_8c48cd553c50eabff9c240c745e664e5,Mammalian Hh signaling pathway ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_8c48cd553c50eabff9c240c745e664e5
Pathway_8c62a9864ae48617361f881fde6a243c,Pentose phosphate cycle ( Pentose phosphate cycle ),http://pathwaycommons.org/pc12/Pathway_8c62a9864ae48617361f881fde6a243c
Pathway_8c8a726ecf700b1e5c8b23940fdb5006,glutathione redox reactions I,http://pathwaycommons.org/pc12/Pathway_8c8a726ecf700b1e5c8b23940fdb5006
Pathway_8cb827f1de6464bceb3666aea1609263,cardiolipin biosynthesis II,http://pathwaycommons.org/pc12/Pathway_8cb827f1de6464bceb3666aea1609263
Pathway_8cbb273012d37f14585e2dec11b4aae5,a6b1 and a6b4 Integrin signaling,http://pathwaycommons.org/pc12/Pathway_8cbb273012d37f14585e2dec11b4aae5
Pathway_8d156daa9d39ccecf8d045f214150cbc,Fructose and Mannose metabolism ( Fructose and Mannose metabolism ),http://pathwaycommons.org/pc12/Pathway_8d156daa9d39ccecf8d045f214150cbc
Pathway_8d751f60274d80e8571d66cbf0cd6ea2,2-oxoglutarate + [dihydrolipoyllysine-residue succinyltransferase] lipoyllysine = [dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO2 ( Citrate cycle ),http://pathwaycommons.org/pc12/Pathway_8d751f60274d80e8571d66cbf0cd6ea2
Pathway_8d89926cb9527085f831d792eae3bb37,Arf6 downstream pathway,http://pathwaycommons.org/pc12/Pathway_8d89926cb9527085f831d792eae3bb37
Pathway_8d96395d19198cfdcc9c56a576e57141,EGF signaling pathway ( EGF signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_8d96395d19198cfdcc9c56a576e57141
Pathway_8daa9be03e99a168019a3bceb9f136d3,(R)-S-Lactoyl-glutathione = Glutathione + Methyl-glyoxal ( Pyruvate metabolism ),http://pathwaycommons.org/pc12/Pathway_8daa9be03e99a168019a3bceb9f136d3
Pathway_8dc8d2a3c76081b08d90ab86d77d2228,TGF beta receptor complex degradation signaling ( TGF-beta_super_family_signaling_pathway(canonical) ),http://pathwaycommons.org/pc12/Pathway_8dc8d2a3c76081b08d90ab86d77d2228
Pathway_8e3860e57daebbc8a14a883a54c07e5b,ATP + AMP = 2 ADP ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_8e3860e57daebbc8a14a883a54c07e5b
Pathway_8e5b9905bb99cfcf36e827d1836f6e36,"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate",http://pathwaycommons.org/pc12/Pathway_8e5b9905bb99cfcf36e827d1836f6e36
Pathway_8e62bacd65791953cfb2141b673be4db,IFN alpha signaling pathway(JAK1 TYK2 STAT1) ( IFN alpha signaling(JAK1 TYK2 STAT1 STAT2 STAT3) ),http://pathwaycommons.org/pc12/Pathway_8e62bacd65791953cfb2141b673be4db
Pathway_8e6e7480a397e74247a103816a7330ba,Glypican pathway,http://pathwaycommons.org/pc12/Pathway_8e6e7480a397e74247a103816a7330ba
Pathway_8e8f7163d8575986b3995298f14ddc55,JNK signaling in the CD4+ TCR pathway,http://pathwaycommons.org/pc12/Pathway_8e8f7163d8575986b3995298f14ddc55
Pathway_8eccae4eb96f45ce984e899583a57d95,Regulation of Telomerase,http://pathwaycommons.org/pc12/Pathway_8eccae4eb96f45ce984e899583a57d95
Pathway_8f0cee540c6766d314190b839644775b,"G alpha s GDP-GTP exchange signaling ( GPCR signaling (G alpha s, PKA and ERK) )",http://pathwaycommons.org/pc12/Pathway_8f0cee540c6766d314190b839644775b
Pathway_8f13e4d1e12af8c8361c189248eec282,"2-Methyl-butanoyl-CoA + Acceptor = 2-Methylbut-2-enoyl-CoA + Reduced acceptor ( Valine,Leucine and Isoleucine degradation )",http://pathwaycommons.org/pc12/Pathway_8f13e4d1e12af8c8361c189248eec282
Pathway_8f18ce6032126a488e94c3faccd28691,"Alanine,Aspartic acid and Asparagine metabolism ( Alanine,Aspartic acid and Asparagine metabolism )",http://pathwaycommons.org/pc12/Pathway_8f18ce6032126a488e94c3faccd28691
Pathway_8fad6ecf8756b2d89935faef2b040669,amb2 Integrin signaling,http://pathwaycommons.org/pc12/Pathway_8fad6ecf8756b2d89935faef2b040669
Pathway_90279d6b865862e680f82d976b95a81a,Signaling mediated by p38-gamma and p38-delta,http://pathwaycommons.org/pc12/Pathway_90279d6b865862e680f82d976b95a81a
Pathway_9043dd8b1fb1d3b1b7ac08cfa06a7f54,fatty acid activation,http://pathwaycommons.org/pc12/Pathway_9043dd8b1fb1d3b1b7ac08cfa06a7f54
Pathway_905758bb1c03b4314d89426487c6f82c,Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),http://pathwaycommons.org/pc12/Pathway_905758bb1c03b4314d89426487c6f82c
Pathway_906f74613eb3d2c08d1f570275761751,Notch signaling pathway,http://pathwaycommons.org/pc12/Pathway_906f74613eb3d2c08d1f570275761751
Pathway_90d559e41ca7cd48d424dc47f396414c,Methionine and Cysteine metabolism ( Methionine and Cysteine metabolism ),http://pathwaycommons.org/pc12/Pathway_90d559e41ca7cd48d424dc47f396414c
Pathway_91106964c0ec55371ae5acf3c0b46fd9,IMP + H2O = 5'-Phospho-ribosyl-4-carboxamido-5-formamido-imidazole ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_91106964c0ec55371ae5acf3c0b46fd9
Pathway_911cfa86fd84f6cafa3f012bebc32b82,histidine degradation III,http://pathwaycommons.org/pc12/Pathway_911cfa86fd84f6cafa3f012bebc32b82
Pathway_91667e22ce0e7e379ba9d02491376571,JAK degradation signaling ( JAK-STAT pathway and regulation pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_91667e22ce0e7e379ba9d02491376571
Pathway_91758f99c9237109fb499c8151ce12d1,Atypical NF-kappaB pathway,http://pathwaycommons.org/pc12/Pathway_91758f99c9237109fb499c8151ce12d1
Pathway_91ba721372d7858b2f2d3b5ac636dbdf,Thrombin/protease-activated receptor (PAR) pathway,http://pathwaycommons.org/pc12/Pathway_91ba721372d7858b2f2d3b5ac636dbdf
Pathway_921612d4e05d2ca4c8a62ffe4fae3d65,Drosophila Wingless/Wnt signaling pathway ( Drosophila Wingless/Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_921612d4e05d2ca4c8a62ffe4fae3d65
Pathway_928a2305e85fb6bfbb953c407fd279f6,ketolysis,http://pathwaycommons.org/pc12/Pathway_928a2305e85fb6bfbb953c407fd279f6
Pathway_92b66cb0aa0382982f2467d1c02c08ac,glycine biosynthesis III,http://pathwaycommons.org/pc12/Pathway_92b66cb0aa0382982f2467d1c02c08ac
Pathway_92d9908918bef766f396a146671bf4a1,Gene expression of c-FLIP ( TNFR1 signaling pathway ),http://pathwaycommons.org/pc12/Pathway_92d9908918bef766f396a146671bf4a1
Pathway_92e88fceb567112b27bb9275060ec1c5,AKT(PKB)-mTOR signaling ( Insulin receptor signaling (Mammal) ),http://pathwaycommons.org/pc12/Pathway_92e88fceb567112b27bb9275060ec1c5
Pathway_92f678a722efe4a00110078bbe298809,UDP-N-acetyl-D-glucosamine biosynthesis II,http://pathwaycommons.org/pc12/Pathway_92f678a722efe4a00110078bbe298809
Pathway_9351324adca7123a13038b4c57cc370d,sphingosine and sphingosine-1-phosphate metabolism,http://pathwaycommons.org/pc12/Pathway_9351324adca7123a13038b4c57cc370d
Pathway_94cde2c43856b2ff066b15288655a2e0,HIF-2-alpha transcription factor network,http://pathwaycommons.org/pc12/Pathway_94cde2c43856b2ff066b15288655a2e0
Pathway_95f4b1bd9cdccf5c596976f432cbd988,NAD+ + 4-Trimethyl-ammonio-butanal + H2O = NADH + 4-Trimethyl-ammonio-butanoic acid ( Lysine degradation ),http://pathwaycommons.org/pc12/Pathway_95f4b1bd9cdccf5c596976f432cbd988
Pathway_9677c9c3addd8f4d3d86311cc8dbb35f,NAD+ + D-Glycerate 3-phosphate = NADH + 3-Phospho-hydroxy-pyruvic acid ( Glycine and Serine metabolism ),http://pathwaycommons.org/pc12/Pathway_9677c9c3addd8f4d3d86311cc8dbb35f
Pathway_971b4865f15ae1acdb9342a90d2972f1,mevalonate pathway I,http://pathwaycommons.org/pc12/Pathway_971b4865f15ae1acdb9342a90d2972f1
Pathway_9720a44620588dd9cf9d138e705bcce4,"D-myo-inositol (1,3,4)-trisphosphate biosynthesis",http://pathwaycommons.org/pc12/Pathway_9720a44620588dd9cf9d138e705bcce4
Pathway_973e39f345d4eee1489cc30c56caffe2,JAK-STAT pathway and regulation pathway ( JAK-STAT pathway and regulation pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_973e39f345d4eee1489cc30c56caffe2
Pathway_973f109dff78d856bdc842d9e102b239,NAD+ + (R)-3-Hydroxy-butanoic acid = NADH + Acetoacetic acid ( Butanoate metabolism ),http://pathwaycommons.org/pc12/Pathway_973f109dff78d856bdc842d9e102b239
Pathway_97595b996e9d5582b92b611fe5e675b7,PLC gamma signaling ( PDGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_97595b996e9d5582b92b611fe5e675b7
Pathway_975b9c1bd69e83839d50c17d75e08873,"Rap1 activation signaling (through cAMP and Epac) ( GPCR signaling (G alpha s, Epac and ERK) )",http://pathwaycommons.org/pc12/Pathway_975b9c1bd69e83839d50c17d75e08873
Pathway_97680a8519b03917db6303e3d2b392b8,p38 cascade ( IL-1 signaling pathway (through p38 cascade) ),http://pathwaycommons.org/pc12/Pathway_97680a8519b03917db6303e3d2b392b8
Pathway_9774c74b279e843e973283f80ac23063,IL-3 signaling pathway(JAK1 JAK2 STAT5) ( IL-3 signaling(JAK1 JAK2 STAT5) ),http://pathwaycommons.org/pc12/Pathway_9774c74b279e843e973283f80ac23063
Pathway_97e5e21d8358bc3b4ba401e122148ff6,"JNK cascade ( Toll-like receptor signaling pathway (through ECSIT, MEKK1, MKKs, JNK cascade) )",http://pathwaycommons.org/pc12/Pathway_97e5e21d8358bc3b4ba401e122148ff6
Pathway_98e1c4a5e6ae5a2058b711b68aa5751f,TNFR1 signaling pathway ( TNFR1 signaling pathway ),http://pathwaycommons.org/pc12/Pathway_98e1c4a5e6ae5a2058b711b68aa5751f
Pathway_992ff7967e995f1fcab92ae97fcb44ce,IL6,http://pathwaycommons.org/pc12/Pathway_992ff7967e995f1fcab92ae97fcb44ce
Pathway_99c0a9dd136c330bbe561e4c958ecf37,choline biosynthesis III,http://pathwaycommons.org/pc12/Pathway_99c0a9dd136c330bbe561e4c958ecf37
Pathway_9a04c3bfa01b4ca5f33327a09a59270d,tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,http://pathwaycommons.org/pc12/Pathway_9a04c3bfa01b4ca5f33327a09a59270d
Pathway_9a23146cdfb98e9fb6a7d4a8838e6e86,Plasma membrane estrogen receptor signaling,http://pathwaycommons.org/pc12/Pathway_9a23146cdfb98e9fb6a7d4a8838e6e86
Pathway_9aaf46810fb0170688b9a6f01ebaf9d0,BMP2 signaling pathway(through TAK1) ( BMP2 signaling(through TAK1) ),http://pathwaycommons.org/pc12/Pathway_9aaf46810fb0170688b9a6f01ebaf9d0
Pathway_9ae17d8511b9d406f9874e1e885ec6e1,Calcineurin-regulated NFAT-dependent transcription in lymphocytes,http://pathwaycommons.org/pc12/Pathway_9ae17d8511b9d406f9874e1e885ec6e1
Pathway_9ae45a3aac519205799bafe0ce9834dd,ATF-2 transcription factor network,http://pathwaycommons.org/pc12/Pathway_9ae45a3aac519205799bafe0ce9834dd
Pathway_9af14bde193485fc3476c456bf272217,LIF signaling pathway ( LIF signaling(JAK1 JAK2 STAT3) ),http://pathwaycommons.org/pc12/Pathway_9af14bde193485fc3476c456bf272217
Pathway_9b1cf777618a97eabbbd07ebe908c4ab,Steroids metabolism ( Steroids metabolism ),http://pathwaycommons.org/pc12/Pathway_9b1cf777618a97eabbbd07ebe908c4ab
Pathway_9b4f9e6ac178e868aa0300a22f08957f,Trk receptor signaling mediated by PI3K and PLC-gamma,http://pathwaycommons.org/pc12/Pathway_9b4f9e6ac178e868aa0300a22f08957f
Pathway_9b9e6da2802ab36f19dfdc5496a9f145,Signaling with Hh ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_9b9e6da2802ab36f19dfdc5496a9f145
Pathway_9bddcd6e873c57e18a836a800d9a4a83,Raf activation signaling (through RasGRP) ( CD4 T cell receptor signaling ),http://pathwaycommons.org/pc12/Pathway_9bddcd6e873c57e18a836a800d9a4a83
Pathway_9c457f7310d26fe229dc87f637510659,S-methyl-5'-thioadenosine degradation II,http://pathwaycommons.org/pc12/Pathway_9c457f7310d26fe229dc87f637510659
Pathway_9c467f22a786437f4f3d30c9a9278a0a,EPHB forward signaling,http://pathwaycommons.org/pc12/Pathway_9c467f22a786437f4f3d30c9a9278a0a
Pathway_9c9dc534109623af026d56d04e4c31ea,aspartate degradation II,http://pathwaycommons.org/pc12/Pathway_9c9dc534109623af026d56d04e4c31ea
Pathway_9cd692176ae0f74b00644e0d1916c02b,"Valine,Leucine and Isoleucine degradation ( Valine,Leucine and Isoleucine degradation )",http://pathwaycommons.org/pc12/Pathway_9cd692176ae0f74b00644e0d1916c02b
Pathway_9cdd486d31b9f7b64770b684d1520e4d,ALK2 signaling events,http://pathwaycommons.org/pc12/Pathway_9cdd486d31b9f7b64770b684d1520e4d
Pathway_9cded900b6e4621ae3cf0cb7853e21e9,JNK cascade ( CD4 T cell receptor signaling (JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_9cded900b6e4621ae3cf0cb7853e21e9
Pathway_9d58456ae751946c28c0b52648d4e4ba,Tyrosine metabolism ( Tyrosine metabolism ),http://pathwaycommons.org/pc12/Pathway_9d58456ae751946c28c0b52648d4e4ba
Pathway_9d6e9e9f1cef76a7b1496a65ae9bf665,glutathione-mediated detoxification I,http://pathwaycommons.org/pc12/Pathway_9d6e9e9f1cef76a7b1496a65ae9bf665
Pathway_9e323624ab5d7e47ef95f48157b8a454,Internalization of ErbB1,http://pathwaycommons.org/pc12/Pathway_9e323624ab5d7e47ef95f48157b8a454
Pathway_9e3b640200818e758556a3df751f332b,IL-2 signaling pathway(JAK1 JAK3 STAT5) ( IL-2 signaling(JAK1 JAK3 STAT5) ),http://pathwaycommons.org/pc12/Pathway_9e3b640200818e758556a3df751f332b
Pathway_9e691b49b16ef8bc83d53f22925561e0,"ATP + D-Glycerate 3-phosphate = ADP + 1,3-Bisphospho-D-glyceric acid ( Glycolysis and Gluconeogenesis )",http://pathwaycommons.org/pc12/Pathway_9e691b49b16ef8bc83d53f22925561e0
Pathway_9ed1f22e059cdfb0c608aeff8c2af0b8,Sphingosine 1-phosphate (S1P) pathway,http://pathwaycommons.org/pc12/Pathway_9ed1f22e059cdfb0c608aeff8c2af0b8
Pathway_9ee6c150fc00255ef982358086f5893b,2 Farnesyl diphosphate + NADPH => NADP+ + Squalene + 2 Pyrophosphate ( Steroids metabolism ),http://pathwaycommons.org/pc12/Pathway_9ee6c150fc00255ef982358086f5893b
Pathway_9f7748a2c87f2f3cfc02b168adc867da,Alpha9 beta1 integrin signaling events,http://pathwaycommons.org/pc12/Pathway_9f7748a2c87f2f3cfc02b168adc867da
Pathway_a05dd7ab0da849352c16522198bc9ed9,IL3-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_a05dd7ab0da849352c16522198bc9ed9
Pathway_a0808b6525b07cd527889273b7645ab7,Signaling with Hh ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_a0808b6525b07cd527889273b7645ab7
Pathway_a0b1c9caed4d9b584fa5f1dd43aace65,Arf1 pathway,http://pathwaycommons.org/pc12/Pathway_a0b1c9caed4d9b584fa5f1dd43aace65
Pathway_a0f066a969573e06f5f298b7ec241ebc,selenocysteine biosynthesis II (archaea and eukaryotes),http://pathwaycommons.org/pc12/Pathway_a0f066a969573e06f5f298b7ec241ebc
Pathway_a1b80b0c4d0ef9d5235f70866e5208ac,gamma-glutamyl cycle,http://pathwaycommons.org/pc12/Pathway_a1b80b0c4d0ef9d5235f70866e5208ac
Pathway_a27904c75930d4769809c503a1b8df00,Trk receptor signaling mediated by the MAPK pathway,http://pathwaycommons.org/pc12/Pathway_a27904c75930d4769809c503a1b8df00
Pathway_a3b6eef0d1ca086ff4f42deb503b6968,EPHA forward signaling,http://pathwaycommons.org/pc12/Pathway_a3b6eef0d1ca086ff4f42deb503b6968
Pathway_a3c280daab9ac7d3adbe305bb590c7f3,S1P3 pathway,http://pathwaycommons.org/pc12/Pathway_a3c280daab9ac7d3adbe305bb590c7f3
Pathway_a42d739c0c5c804fbb4d7705ea2904d6,"NADP+ + D-Glucose = NADPH + D-Glucono-1,5-lactone ( Pentose phosphate cycle )",http://pathwaycommons.org/pc12/Pathway_a42d739c0c5c804fbb4d7705ea2904d6
Pathway_a4afb8429f32f2d3e2d152ef804817f4,Lysine degradation ( Lysine degradation ),http://pathwaycommons.org/pc12/Pathway_a4afb8429f32f2d3e2d152ef804817f4
Pathway_a528b2adc39fa752e83ae4b9f4eb0d98,IL8- and CXCR2-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_a528b2adc39fa752e83ae4b9f4eb0d98
Pathway_a5418b9937b8615271c44017fb2a997b,IL-1_signaling(through_JNK_cascade)(canonical) ( IL-1 signaling pathway (through JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_a5418b9937b8615271c44017fb2a997b
Pathway_a59fdacb2d849c13dadf99859fdcfce6,Calcineurin activation signaling ( CD4 T cell receptor signaling (JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_a59fdacb2d849c13dadf99859fdcfce6
Pathway_a5bfac6c8e93c22e4e9ea7b69c451dcc,glycerol-3-phosphate shuttle,http://pathwaycommons.org/pc12/Pathway_a5bfac6c8e93c22e4e9ea7b69c451dcc
Pathway_a5fad28a8a253ad550f7cce9323a1c03,Regulation of RAC1 activity,http://pathwaycommons.org/pc12/Pathway_a5fad28a8a253ad550f7cce9323a1c03
Pathway_a62e57448c91bb5f575c7f288d95733e,FGF signaling pathway ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_a62e57448c91bb5f575c7f288d95733e
Pathway_a6425bc3cf2a6295528193a674fbb60d,BARD1 signaling events,http://pathwaycommons.org/pc12/Pathway_a6425bc3cf2a6295528193a674fbb60d
Pathway_a6553f1529eba72db39bf446af68508d,Validated targets of C-MYC transcriptional activation,http://pathwaycommons.org/pc12/Pathway_a6553f1529eba72db39bf446af68508d
Pathway_a655fac45ae26a6f8ab1542352531b8c,Regulation of nuclear beta catenin signaling and target gene transcription,http://pathwaycommons.org/pc12/Pathway_a655fac45ae26a6f8ab1542352531b8c
Pathway_a67290cbe1fc8bb557314526085de004,FoxO family signaling,http://pathwaycommons.org/pc12/Pathway_a67290cbe1fc8bb557314526085de004
Pathway_a73732502287943118457bfa8d6b7eb4,VEGFR1 specific signals,http://pathwaycommons.org/pc12/Pathway_a73732502287943118457bfa8d6b7eb4
Pathway_a771843aa1c68d1cdc774deca3063876,L-cysteine degradation II,http://pathwaycommons.org/pc12/Pathway_a771843aa1c68d1cdc774deca3063876
Pathway_a7ce151af9fbc5f81f0357e8a48c4bf1,glutamate removal from folates,http://pathwaycommons.org/pc12/Pathway_a7ce151af9fbc5f81f0357e8a48c4bf1
Pathway_a8276b0c87fa77b2c71c8b4329c78f48,JNK cascade ( Toll-like receptor signaling pathway (through JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_a8276b0c87fa77b2c71c8b4329c78f48
Pathway_a8316abd5ad71d9e7b635f5ea7d1bea1,IL5-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_a8316abd5ad71d9e7b635f5ea7d1bea1
Pathway_a848144d4bed00e00f9ba18c661e3942,Endogenous TLR signaling,http://pathwaycommons.org/pc12/Pathway_a848144d4bed00e00f9ba18c661e3942
Pathway_a8a9209c8fb3688ba1d81815850a9922,BMP signaling pathway ( BMP signaling in Drosophila ),http://pathwaycommons.org/pc12/Pathway_a8a9209c8fb3688ba1d81815850a9922
Pathway_a8b52a114eda706a667f3c0ff09c1054,IL-23 signaling pathway(JAK2 TYK2 STAT3 STAT4) ( IL-23 signaling(JAK2 TYK2 STAT3 STAT4) ),http://pathwaycommons.org/pc12/Pathway_a8b52a114eda706a667f3c0ff09c1054
Pathway_a8c1c53d666e443b898ea15f30cdf46c,IGF1 pathway,http://pathwaycommons.org/pc12/Pathway_a8c1c53d666e443b898ea15f30cdf46c
Pathway_a95937052debc19f5f1847713fff445c,RhoA signaling pathway,http://pathwaycommons.org/pc12/Pathway_a95937052debc19f5f1847713fff445c
Pathway_a9d84cd81e587b66f74683475fd8dfd1,TGF beta signaling pathway(through TAK1) ( TGF-beta signaling(through TAK1) ),http://pathwaycommons.org/pc12/Pathway_a9d84cd81e587b66f74683475fd8dfd1
Pathway_aa2de6a3c51a4fe7808710883e5a8e64,glucose and glucose-1-phosphate degradation,http://pathwaycommons.org/pc12/Pathway_aa2de6a3c51a4fe7808710883e5a8e64
Pathway_aa3ab1f0c6bc0355fe4d21cc2e01bde5,AKT(PKB)-GSK3beta signaling ( Insulin receptor signaling (Mammal) ),http://pathwaycommons.org/pc12/Pathway_aa3ab1f0c6bc0355fe4d21cc2e01bde5
Pathway_aa4b91ddb84132a15d161bdd68de828f,Beta3 integrin cell surface interactions,http://pathwaycommons.org/pc12/Pathway_aa4b91ddb84132a15d161bdd68de828f
Pathway_aaaa7bc16eecbba702db95da50f6b3ed,TNFalpha,http://pathwaycommons.org/pc12/Pathway_aaaa7bc16eecbba702db95da50f6b3ed
Pathway_aab6deab7b50690290f6cf50007ac9bd,BCR,http://pathwaycommons.org/pc12/Pathway_aab6deab7b50690290f6cf50007ac9bd
Pathway_aabf9c900b3b246e79e8a6835d2f8be8,p38 cascade ( BMP2 signaling(through TAK1) ),http://pathwaycommons.org/pc12/Pathway_aabf9c900b3b246e79e8a6835d2f8be8
Pathway_ab12894abc51ce62a0c28cd2ddbaf8ed,D-Fructose 6-phosphate + D-Glyceraldehyde 3-phosphate = D-Erythrose 4-phosphate + D-Xylulose 5-phosphate ( Pentose phosphate cycle ),http://pathwaycommons.org/pc12/Pathway_ab12894abc51ce62a0c28cd2ddbaf8ed
Pathway_ac95655bab3725c1fe23e33ca0189d64,VEGFR3 signaling in lymphatic endothelium,http://pathwaycommons.org/pc12/Pathway_ac95655bab3725c1fe23e33ca0189d64
Pathway_acaa9490948488c098e107222e926d75,fatty acid biosynthesis initiation II,http://pathwaycommons.org/pc12/Pathway_acaa9490948488c098e107222e926d75
Pathway_acc752159ded928026a7e500b3fbd841,Uridine + Orthophosphate = Uracil + D-Ribose 1-phosphate ( Pyrimidine Nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_acc752159ded928026a7e500b3fbd841
Pathway_ad1e646d0db4dc299434ccc5a3b73a68,spermidine biosynthesis I,http://pathwaycommons.org/pc12/Pathway_ad1e646d0db4dc299434ccc5a3b73a68
Pathway_ad1f58c7cae7abff0eceb9eb333dfbc3,LKB1 signaling events,http://pathwaycommons.org/pc12/Pathway_ad1f58c7cae7abff0eceb9eb333dfbc3
Pathway_adef20c7b9c8d777d2725d337568081b,"NADP+ + 5,6-Dihydro-uracil = NADPH + Uracil ( Pyrimidine Nucleotides and Nucleosides metabolism )",http://pathwaycommons.org/pc12/Pathway_adef20c7b9c8d777d2725d337568081b
Pathway_ae97db04d12677ab62dda52f76b9756a,Growth hormone signaling pathway(JAK2 STAT5) ( Growth hormone signaling(JAK2 STAT5) ),http://pathwaycommons.org/pc12/Pathway_ae97db04d12677ab62dda52f76b9756a
Pathway_af0c7c9e543d223007a3f543b0c2d660,BMP Signalling Pathway,http://pathwaycommons.org/pc12/Pathway_af0c7c9e543d223007a3f543b0c2d660
Pathway_af377e11eb6562da1b1a4bff3c9d2524,fatty acid alpha-oxidation II,http://pathwaycommons.org/pc12/Pathway_af377e11eb6562da1b1a4bff3c9d2524
Pathway_af7115884318d28433cf2581bb8e2c34,IL-7 signaling pathway(JAK1 JAK3 STAT5) ( IL-7 signaling(JAK1 JAK3 STAT5) ),http://pathwaycommons.org/pc12/Pathway_af7115884318d28433cf2581bb8e2c34
Pathway_aff1e69137eb732a485eabd3ae1d8e86,NGF signaling pathway ( NGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_aff1e69137eb732a485eabd3ae1d8e86
Pathway_b011c83ddb33875bfceadcba155b2e59,CD28 signaling ( CD4 T cell receptor signaling ),http://pathwaycommons.org/pc12/Pathway_b011c83ddb33875bfceadcba155b2e59
