identifier	name	url	n_genes	n_coding_genes	source	license	genes	coding_genes
R-HSA-196299	Beta-catenin phosphorylation cascade	http://identifiers.org/reactome/R-HSA-196299	17	17	reactome		10023|139285|1452|1499|23401|2932|324|5515|5516|5518|5519|5525|5526|5527|5528|5529|8312	10023|139285|1452|1499|23401|2932|324|5515|5516|5518|5519|5525|5526|5527|5528|5529|8312
R-HSA-1963640	GRB2 events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1963640	16	16	reactome		10718|145957|1839|1950|1956|2064|2066|2069|2885|3084|3265|3845|4893|6654|685|9542	10718|145957|1839|1950|1956|2064|2066|2069|2885|3084|3265|3845|4893|6654|685|9542
R-HSA-1963642	PI3K events in ERBB2 signaling	http://identifiers.org/reactome/R-HSA-1963642	16	16	reactome		10718|145957|1839|1950|1956|2064|2065|2066|2069|2549|2885|3084|5290|5295|685|9542	10718|145957|1839|1950|1956|2064|2065|2066|2069|2549|2885|3084|5290|5295|685|9542
R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	http://identifiers.org/reactome/R-HSA-196741	19	19	reactome		11330|1504|166785|25974|27249|326625|4363|440387|4548|4552|51293|55788|5644|5646|5826|6947|6948|8029|81693	11330|1504|166785|25974|27249|326625|4363|440387|4548|4552|51293|55788|5644|5646|5826|6947|6948|8029|81693
R-HSA-196757	Metabolism of folate and pterines	http://identifiers.org/reactome/R-HSA-196757	16	16	reactome		10588|10797|10840|113235|160428|1719|2350|2356|25902|441024|4522|4524|6470|6472|6573|81034	10588|10797|10840|113235|160428|1719|2350|2356|25902|441024|4522|4524|6470|6472|6573|81034
R-HSA-196780	Biotin transport and metabolism	http://identifiers.org/reactome/R-HSA-196780	11	11	reactome		31|3141|32|5091|5095|5096|51248|56922|64087|686|8884	31|3141|32|5091|5095|5096|51248|56922|64087|686|8884
R-HSA-196783	Coenzyme A biosynthesis	http://identifiers.org/reactome/R-HSA-196783	8	8	reactome		53354|55229|60490|79646|79717|80025|8034|80347	53354|55229|60490|79646|79717|80025|8034|80347
R-HSA-196791	Vitamin D (calciferol) metabolism	http://identifiers.org/reactome/R-HSA-196791	11	11	reactome		120227|1591|1594|2638|4036|51588|5641|6613|7329|7421|8029	120227|1591|1594|2638|4036|51588|5641|6613|7329|7421|8029
R-HSA-196807	Nicotinate metabolism	http://identifiers.org/reactome/R-HSA-196807	12	12	reactome		133686|23057|23475|27231|349565|4907|54981|55191|64802|65220|683|952	133686|23057|23475|27231|349565|4907|54981|55191|64802|65220|683|952
R-HSA-196819	Vitamin B1 (thiamin) metabolism	http://identifiers.org/reactome/R-HSA-196819	5	5	reactome		10560|27010|60386|79178|80704	10560|27010|60386|79178|80704
R-HSA-196836	Vitamin C (ascorbate) metabolism	http://identifiers.org/reactome/R-HSA-196836	8	8	reactome		119391|1528|1727|6513|6515|9446|9962|9963	119391|1528|1727|6513|6515|9446|9962|9963
R-HSA-196843	Vitamin B2 (riboflavin) metabolism	http://identifiers.org/reactome/R-HSA-196843	7	7	reactome		113278|5167|54|55065|55312|79581|80308	113278|5167|54|55065|55312|79581|80308
R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	http://identifiers.org/reactome/R-HSA-1971475	26	26	reactome		10082|10675|11285|126792|135152|1462|1463|1464|1634|221914|2239|2262|26229|27087|2719|2817|3339|375790|633|6382|63827|6383|6385|64131|64132|9672	10082|10675|11285|126792|135152|1462|1463|1464|1634|221914|2239|2262|26229|27087|2719|2817|3339|375790|633|6382|63827|6383|6385|64131|64132|9672
R-HSA-197264	Nicotinamide salvaging	http://identifiers.org/reactome/R-HSA-197264	17	17	reactome		10135|143|1582|160728|4837|54625|54956|55328|56965|5740|5743|79668|83594|83666|84875|93100|9390	10135|143|1582|160728|4837|54625|54956|55328|56965|5740|5743|79668|83594|83666|84875|93100|9390
R-HSA-198203	PI3K/AKT activation	http://identifiers.org/reactome/R-HSA-198203	9	9	reactome		3667|387|4803|4914|5290|5291|5295|5296|8660	3667|387|4803|4914|5290|5291|5295|5296|8660
R-HSA-198323	AKT phosphorylates targets in the cytosol	http://identifiers.org/reactome/R-HSA-198323	14	14	reactome		10000|1026|1027|1147|207|208|23608|2931|2932|4193|572|7249|842|84335	10000|1026|1027|1147|207|208|23608|2931|2932|4193|572|7249|842|84335
R-HSA-198693	AKT phosphorylates targets in the nucleus	http://identifiers.org/reactome/R-HSA-198693	10	10	reactome		10000|100132074|1385|207|208|2308|2309|3164|4303|6199	10000|100132074|1385|207|208|2308|2309|3164|4303|6199
R-HSA-198745	Signalling to STAT3	http://identifiers.org/reactome/R-HSA-198745	3	3	reactome		4803|4914|6774	4803|4914|6774
R-HSA-198753	ERK/MAPK targets	http://identifiers.org/reactome/R-HSA-198753	17	17	reactome		1432|2002|4205|4208|5515|5516|5518|5519|5528|5594|5595|5598|5600|6195|6196|6197|9252	1432|2002|4205|4208|5515|5516|5518|5519|5528|5594|5595|5598|5600|6195|6196|6197|9252
R-HSA-198765	Signalling to ERK5	http://identifiers.org/reactome/R-HSA-198765	2	2	reactome		5598|5607	5598|5607
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	http://identifiers.org/reactome/R-HSA-198933	194	125	reactome		100131439|100132285|100507436|10219|10225|10288|10666|10859|10870|10871|10990|11006|11024|11025|11026|11027|11126|11314|114132|114836|117157|120425|124599|126014|131450|135250|146722|146894|1525|196500|2209|2213|2214|22914|23547|259197|27036|27180|27181|28299|28392|28394|28395|28420|28424|28434|28439|28442|28449|28450|28451|28452|28454|28457|28461|28465|28474|28577|285852|28589|28639|28653|28664|28682|28755|28776|28778|28791|28793|28796|28797|28809|28813|28815|28816|28817|28820|28822|28823|28825|28834|28874|28878|28881|28883|28893|28896|28901|28903|28907|28908|28912|28913|28914|28919|28920|28921|28930|28933|28937|28938|28940|29121|29990|29992|3105|3106|3107|3133|3134|3135|3136|3383|3384|3385|3386|339390|340205|342510|3514|353514|3537|3538|3539|3542|3676|3683|3688|3689|3695|374383|3802|3803|3804|3805|3806|3811|3812|3820|3821|3824|3903|3904|4068|4267|4277|4345|51348|54209|54210|56253|56654|567|57823|5817|6402|644076|6614|7087|718|7305|7412|79168|79465|79865|80329|81035|8174|8519|8778|89790|89858|909|910|911|912|915|916|917|919|925|926|930|933|9436|9437|945|946|947|958|959|975|9976|999	100131439|100132285|100507436|10219|10225|10288|10666|10859|10870|10871|10990|11006|11024|11025|11026|11027|11126|11314|114132|114836|117157|120425|124599|126014|131450|135250|146722|146894|1525|196500|2209|2213|2214|22914|23547|259197|27036|27180|27181|285852|29121|29990|29992|3105|3106|3107|3133|3134|3135|3383|3384|3385|3386|339390|340205|342510|353514|3676|3683|3688|3689|3695|374383|3802|3803|3804|3805|3806|3811|3812|3820|3821|3824|3903|3904|4068|4267|4277|4345|51348|54209|54210|56253|56654|567|57823|5817|6402|6614|7087|718|7305|7412|79168|79465|79865|80329|81035|8174|8519|8778|89790|89858|909|910|911|912|915|916|917|919|925|926|930|933|9436|9437|945|946|947|958|959|975|9976|999
R-HSA-1989781	PPARA activates gene expression	http://identifiers.org/reactome/R-HSA-1989781	117	117	reactome		10001|10025|10062|1024|10498|10499|10891|11010|112950|116519|123|133522|1374|1376|1387|1543|1579|1581|183|19|196|2033|2101|211|2168|2180|219541|2222|2274|23054|23097|23179|23389|26230|27063|27242|2874|29079|29841|3156|3157|3158|335|336|34|376497|3992|400569|405|406|4199|4520|4800|4801|4802|4862|4899|50486|51|51003|51129|51586|5244|54600|5465|5468|5469|54797|55090|55588|57491|57761|6095|6256|6257|6604|6667|6720|6721|6822|6837|6907|7296|7376|79718|80205|80306|81857|8202|84246|84498|85441|8648|8800|8841|892|90390|9282|9412|9439|9440|9441|9442|9443|9477|948|9572|9575|9611|9612|96764|9862|9915|9967|9968|9969|9971	10001|10025|10062|1024|10498|10499|10891|11010|112950|116519|123|133522|1374|1376|1387|1543|1579|1581|183|19|196|2033|2101|211|2168|2180|219541|2222|2274|23054|23097|23179|23389|26230|27063|27242|2874|29079|29841|3156|3157|3158|335|336|34|376497|3992|400569|405|406|4199|4520|4800|4801|4802|4862|4899|50486|51|51003|51129|51586|5244|54600|5465|5468|5469|54797|55090|55588|57491|57761|6095|6256|6257|6604|6667|6720|6721|6822|6837|6907|7296|7376|79718|80205|80306|81857|8202|84246|84498|85441|8648|8800|8841|892|90390|9282|9412|9439|9440|9441|9442|9443|9477|948|9572|9575|9611|9612|96764|9862|9915|9967|9968|9969|9971
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	http://identifiers.org/reactome/R-HSA-199220	9	9	reactome		2194|51248|5167|5168|5169|60496|8875|8876|8884	2194|51248|5167|5168|5169|60496|8875|8876|8884
R-HSA-199418	Negative regulation of the PI3K/AKT network	http://identifiers.org/reactome/R-HSA-199418	8	8	reactome		10000|117145|207|208|23035|23239|5728|57761	10000|117145|207|208|23035|23239|5728|57761
R-HSA-199920	CREB phosphorylation	http://identifiers.org/reactome/R-HSA-199920	7	7	reactome		1385|466|6195|6196|6197|9252|9261	1385|466|6195|6196|6197|9252|9261
R-HSA-199992	trans-Golgi Network Vesicle Budding	http://identifiers.org/reactome/R-HSA-199992	7	7	reactome		375|6810|6844|6845|8673|8729|8773	375|6810|6844|6845|8673|8729|8773
R-HSA-200425	Import of palmitoyl-CoA into the mitochondrial matrix	http://identifiers.org/reactome/R-HSA-200425	12	12	reactome		1374|1375|1376|51422|5467|5563|5565|58526|6256|6584|7069|788	1374|1375|1376|51422|5467|5563|5565|58526|6256|6584|7069|788
R-HSA-201451	Signaling by BMP	http://identifiers.org/reactome/R-HSA-201451	28	28	reactome		11167|2658|268|269|27302|4086|4089|4090|4091|4092|4093|57154|64388|64750|6497|650|657|658|659|7321|7323|91851|92|9241|93|9350|94|9765	11167|2658|268|269|27302|4086|4089|4090|4091|4092|4093|57154|64388|64750|6497|650|657|658|659|7321|7323|91851|92|9241|93|9350|94|9765
R-HSA-201681	TCF dependent signaling in response to WNT	http://identifiers.org/reactome/R-HSA-201681	36	36	reactome		11197|1499|1855|1856|1857|22943|2535|27121|27123|4040|4041|50964|54361|6233|6259|6422|6423|7311|7314|7316|7471|7473|7474|7478|7479|7483|79412|80351|81847|8312|8313|8321|83999|8658|89780|9736	11197|1499|1855|1856|1857|22943|2535|27121|27123|4040|4041|50964|54361|6233|6259|6422|6423|7311|7314|7316|7471|7473|7474|7478|7479|7483|79412|80351|81847|8312|8313|8321|83999|8658|89780|9736
R-HSA-201688	WNT mediated activation of DVL	http://identifiers.org/reactome/R-HSA-201688	8	8	reactome		1454|1457|1459|1460|1855|1856|1857|8395	1454|1457|1459|1460|1855|1856|1857|8395
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	http://identifiers.org/reactome/R-HSA-201722	90	89	reactome		10524|121504|123169|126961|128312|1387|1499|2033|255626|26108|283149|3012|3013|3014|3015|3017|3018|3020|3021|3065|333932|4221|4609|474382|51176|54145|554313|55766|5929|607|653604|6597|6925|6932|6934|7015|7088|7089|7090|7091|723790|79577|8085|8290|8294|8295|8331|8334|8335|8337|8338|8339|8340|8341|8342|8343|83439|8344|8345|8346|8347|8348|8349|8350|8351|8352|8353|8354|8355|8356|8357|8358|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|85236|8607|8968|8970|9070|90780|94239	10524|121504|123169|126961|128312|1387|1499|2033|255626|26108|283149|3012|3013|3014|3015|3017|3018|3020|3021|3065|333932|4221|4609|474382|51176|554313|55766|5929|607|653604|6597|6925|6932|6934|7015|7088|7089|7090|7091|723790|79577|8085|8290|8294|8295|8331|8334|8335|8337|8338|8339|8340|8341|8342|8343|83439|8344|8345|8346|8347|8348|8349|8350|8351|8352|8353|8354|8355|8356|8357|8358|8359|8360|8361|8362|8363|8364|8365|8366|8367|8368|8370|85236|8607|8968|8970|9070|90780|94239
R-HSA-202040	G-protein activation	http://identifiers.org/reactome/R-HSA-202040	28	28	reactome		10681|2770|2771|2773|2775|2779|2780|2781|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|346562|4988|5173|51764|54331|5443|55970|59345|94235	10681|2770|2771|2773|2775|2779|2780|2781|2782|2783|2784|2785|2786|2787|2788|2790|2791|2792|2793|346562|4988|5173|51764|54331|5443|55970|59345|94235
R-HSA-2022090	Assembly of collagen fibrils and other multimeric structures	http://identifiers.org/reactome/R-HSA-2022090	46	46	reactome		1277|1278|1280|1281|1282|1284|1285|1286|1287|1289|1290|1291|1292|1293|1295|1296|1297|1298|1299|1300|1301|1302|1306|131873|1508|1514|1515|1520|255631|256076|3655|3691|3909|3914|3918|4314|4316|4318|4322|50509|5339|667|80781|85301|9313|977	1277|1278|1280|1281|1282|1284|1285|1286|1287|1289|1290|1291|1292|1293|1295|1296|1297|1298|1299|1300|1301|1302|1306|131873|1508|1514|1515|1520|255631|256076|3655|3691|3909|3914|3918|4314|4316|4318|4322|50509|5339|667|80781|85301|9313|977
R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	http://identifiers.org/reactome/R-HSA-2022377	18	18	reactome		10159|1066|1215|1359|1360|1361|1509|1511|1522|1636|183|2028|290|2999|4311|59272|5972|84909	10159|1066|1215|1359|1360|1361|1509|1511|1522|1636|183|2028|290|2999|4311|59272|5972|84909
R-HSA-2022854	Keratan sulfate biosynthesis	http://identifiers.org/reactome/R-HSA-2022854	28	28	reactome		10331|10402|10678|11041|11046|11081|176|2331|23563|2683|4060|4166|4958|4969|5549|6482|6483|6484|6487|79369|8534|8702|8703|8704|93010|9331|9334|9435	10331|10402|10678|11041|11046|11081|176|2331|23563|2683|4060|4166|4958|4969|5549|6482|6483|6484|6487|79369|8534|8702|8703|8704|93010|9331|9334|9435
R-HSA-2022857	Keratan sulfate degradation	http://identifiers.org/reactome/R-HSA-2022857	12	12	reactome		11081|176|2331|2720|2799|3073|3074|4060|4958|4969|5549|79411	11081|176|2331|2720|2799|3073|3074|4060|4958|4969|5549|79411
R-HSA-2022870	Chondroitin sulfate biosynthesis	http://identifiers.org/reactome/R-HSA-2022870	20	20	reactome		10675|1462|1463|1464|1634|166012|22856|337876|50515|51363|54480|55454|55501|55790|56548|633|63827|79586|83539|9469	10675|1462|1463|1464|1634|166012|22856|337876|50515|51363|54480|55454|55501|55790|56548|633|63827|79586|83539|9469
R-HSA-2022923	Dermatan sulfate biosynthesis	http://identifiers.org/reactome/R-HSA-2022923	11	11	reactome		10090|10675|113189|1462|1463|1464|1634|29940|633|63827|92126	10090|10675|113189|1462|1463|1464|1634|29940|633|63827|92126
R-HSA-2022928	HS-GAG biosynthesis	http://identifiers.org/reactome/R-HSA-2022928	31	31	reactome		10082|11046|2131|2132|221914|222537|2239|2262|26035|266722|2719|2817|3339|3340|375790|6382|6383|6385|64579|64711|8509|90161|9348|9394|9653|9672|9951|9953|9955|9956|9957	10082|11046|2131|2132|221914|222537|2239|2262|26035|266722|2719|2817|3339|3340|375790|6382|6383|6385|64579|64711|8509|90161|9348|9394|9653|9672|9951|9953|9955|9956|9957
R-HSA-2023837	Signaling by FGFR2 amplification mutants	http://identifiers.org/reactome/R-HSA-2023837	1	1	reactome		2263	2263
R-HSA-2024096	HS-GAG degradation	http://identifiers.org/reactome/R-HSA-2024096	21	21	reactome		10082|10855|221914|2239|2262|2719|2720|2817|2990|3339|3423|3425|375790|4669|60495|6382|6383|6385|6448|79411|9672	10082|10855|221914|2239|2262|2719|2720|2817|2990|3339|3423|3425|375790|4669|60495|6382|6383|6385|6448|79411|9672
R-HSA-2024101	CS/DS degradation	http://identifiers.org/reactome/R-HSA-2024101	14	14	reactome		10675|1462|1463|1464|1634|3073|3074|3373|3423|3425|411|633|63827|8372	10675|1462|1463|1464|1634|3073|3074|3373|3423|3425|411|633|63827|8372
R-HSA-202424	Downstream TCR signaling	http://identifiers.org/reactome/R-HSA-202424	104	97	reactome		10197|10213|10892|1147|122706|143471|23118|23198|23291|28577|28589|28639|28653|28664|28682|28755|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3551|3635|3932|4790|4792|50852|5170|5290|5291|5295|5296|5588|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|5728|5970|6233|6500|6885|7189|7311|7314|7316|7321|7322|7334|7335|7979|84433|8454|8517|8767|8915|8945|915|916|917|919|920|9491|9861|997	10197|10213|10892|1147|122706|143471|23118|23198|23291|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3551|3635|3932|4790|4792|50852|5170|5290|5291|5295|5296|5588|5682|5683|5684|5685|5686|5687|5688|5689|5690|5691|5692|5693|5694|5695|5696|5698|5699|5700|5701|5702|5704|5705|5706|5707|5708|5709|5710|5711|5713|5714|5715|5716|5717|5718|5719|5720|5721|5728|5970|6233|6500|6885|7189|7311|7314|7316|7321|7322|7334|7335|7979|84433|8454|8517|8767|8915|8945|915|916|917|919|920|9491|9861|997
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	http://identifiers.org/reactome/R-HSA-202427	29	22	reactome		1445|26191|28577|28589|28639|28653|28664|28682|28755|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3932|55824|5788|5795|915|916|917|919|920	1445|26191|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3932|55824|5788|5795|915|916|917|919|920
R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	http://identifiers.org/reactome/R-HSA-202430	26	19	reactome		26191|28577|28589|28639|28653|28664|28682|28755|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3932|7535|915|916|917|919|920	26191|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3932|7535|915|916|917|919|920
R-HSA-202433	Generation of second messenger molecules	http://identifiers.org/reactome/R-HSA-202433	39	32	reactome		27040|28577|28589|28639|28653|28664|28682|28755|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3702|3932|3937|4690|5058|5062|5063|51466|5335|55740|7408|7454|7535|915|916|917|919|920|9398|9402	27040|3113|3115|3117|3118|3119|3120|3122|3123|3125|3126|3127|3702|3932|3937|4690|5058|5062|5063|51466|5335|55740|7408|7454|7535|915|916|917|919|920|9398|9402
R-HSA-2025928	Calcineurin activates NFAT	http://identifiers.org/reactome/R-HSA-2025928	9	9	reactome		2280|4772|4773|4775|5478|5530|5532|5534|801	2280|4772|4773|4775|5478|5530|5532|5534|801
R-HSA-202670	ERKs are inactivated	http://identifiers.org/reactome/R-HSA-202670	13	13	reactome		1845|1846|1848|1849|51231|5515|5516|5518|5519|5528|5594|5595|5598	1845|1846|1848|1849|51231|5515|5516|5518|5519|5528|5594|5595|5598
R-HSA-202733	Cell surface interactions at the vascular wall	http://identifiers.org/reactome/R-HSA-202733	149	86	reactome		10461|1048|10544|1084|1088|120425|140885|1525|2147|2207|2335|2534|2621|2734|2817|28299|28392|28394|28395|28420|28424|28434|28439|28442|28449|28450|28451|28452|28454|28457|28461|28465|28474|28776|28778|28791|28793|28796|28797|28809|28813|28815|28816|28817|28820|28822|28823|28825|28834|28874|28878|28881|28883|28893|28896|28901|28903|28907|28908|28912|28913|28914|28919|28920|28921|28930|28933|28937|28938|28940|29802|2993|2994|2995|338|3493|3494|3507|3512|3514|3537|3538|3539|3542|3543|3676|3678|3683|3684|3687|3688|3689|4067|4072|4267|4282|440533|4680|4973|50848|51206|51744|5175|5196|5197|54210|55423|5624|5627|5669|5670|5671|5672|5673|5675|5676|5678|5680|57126|58494|634|6382|6383|6385|6401|6402|6403|6404|6693|7040|7056|7102|7441|83692|83700|83953|8793|8795|8797|8832|90952|914|9463|960|961|962|965|9672|972	10461|1048|10544|1084|1088|120425|140885|1525|2147|2207|2335|2534|2621|2734|2817|29802|2993|2994|2995|338|3512|3543|3676|3678|3683|3684|3687|3688|3689|4067|4072|4267|4282|440533|4680|4973|50848|51206|51744|5175|5196|5197|54210|55423|5624|5627|5669|5670|5671|5672|5673|5675|5676|5678|5680|57126|58494|634|6382|6383|6385|6401|6402|6403|6404|6693|7040|7056|7102|7441|83692|83700|83953|8793|8795|8797|8832|90952|914|9463|960|961|962|965|9672|972
R-HSA-2028269	Signaling by Hippo	http://identifiers.org/reactome/R-HSA-2028269	20	20	reactome		10413|154796|154810|1856|23286|25937|261734|26524|51421|55233|60485|6788|6789|7082|7529|7531|836|9113|92597|9414	10413|154796|154810|1856|23286|25937|261734|26524|51421|55233|60485|6788|6789|7082|7529|7531|836|9113|92597|9414
R-HSA-2029481	FCGR activation	http://identifiers.org/reactome/R-HSA-2029481	76	12	reactome		2209|2212|2214|2268|2534|28299|28392|28394|28395|28420|28424|28434|28439|28442|28449|28450|28451|28452|28454|28457|28461|28465|28474|28776|28778|28791|28793|28796|28797|28809|28813|28815|28816|28817|28820|28822|28823|28825|28834|28874|28878|28881|28883|28893|28896|28901|28903|28907|28908|28912|28913|28914|28919|28920|28921|28930|28933|28937|28938|28940|3055|3500|3501|3502|3503|3514|3537|3538|3539|3542|4067|6714|6850|7525|917|919	2209|2212|2214|2268|2534|3055|4067|6714|6850|7525|917|919
